loan_id,age,annual_income,employment_years,employment_type,credit_score_orig,credit_score_current,score_change,loan_type,loan_amount,outstanding_balance,credit_limit,drawn_balance,undrawn_balance,utilization_rate,remaining_months,interest_rate,debt_to_income,ltv_ratio,collateral_value,num_delinquencies,days_past_due,default_flag,recovery_rate,lgd_true,ead_true,ccf_true,pd_true,stage
LN008558,36,64520.59,19.3,Autonomo,578,541,-37,Imobiliario,321996.2,279914.11,321996.2,279914.11,0.0,0.8693,167,0.11,1.8221,0.7373,379624.06,0,0,0,0.627,0.373,279914.11,0.6254,0.064269,1
LN008559,51,62125.26,4.6,Servidor_Publico,712,753,41,Imobiliario,467889.43,307823.17,467889.43,307823.17,0.0,0.6579,332,0.1239,2.0,0.5756,534775.13,0,0,0,0.5829,0.4171,307823.17,0.5892,0.018968,1
LN008560,57,68613.91,7.1,CNPJ,666,680,14,Pessoal,16011.04,7960.76,16011.04,7960.76,0.0,0.4972,22,0.1996,0.0487,2.0,1665.56,0,0,0,0.0665,0.9335,7960.76,0.5117,0.015437,1
LN008561,70,78754.74,12.4,Autonomo,420,604,184,Empresarial,183907.96,69051.98,23357.47,7532.51,15824.96,0.3225,36,0.1884,0.3683,2.0,3222.89,1,30,0,0.144,0.856,17298.56,0.6171,0.053629,2
LN008562,22,143254.48,3.8,CLT,638,690,52,Cartao,20484.69,6443.82,6913.06,1641.99,5271.07,0.2375,16,0.3914,0.0189,2.0,544.84,0,0,0,0.0289,0.9711,4563.37,0.5542,0.00904,1
LN008563,70,70900.15,16.6,CNPJ,487,500,13,Imobiliario,273864.03,235129.83,273864.03,235129.83,0.0,0.8586,138,0.0846,1.3929,0.6534,359858.24,0,0,0,0.7176,0.2824,235129.83,0.699,0.06652,1
LN008564,39,54988.76,10.3,CLT,715,657,-58,Cartao,27548.55,13953.54,8482.23,2341.73,6140.5,0.2761,36,0.3903,0.1066,2.0,2638.39,0,0,0,0.0711,0.9289,5806.08,0.5642,0.009904,1
LN008565,28,114253.95,17.0,Servidor_Publico,631,538,-93,Imobiliario,344000.76,213519.88,344000.76,213519.88,0.0,0.6207,81,0.0651,0.7849,0.4693,455005.31,2,30,0,0.7836,0.2164,213519.88,0.5031,0.108606,2
LN008566,52,232764.26,15.8,Servidor_Publico,764,788,24,Empresarial,66205.18,63972.0,4925.05,3467.93,1457.12,0.7041,24,0.2191,0.1154,2.0,3222.11,2,90,1,0.3275,0.6725,4337.01,0.5964,0.032336,3
LN008567,61,98203.39,9.2,CLT,559,415,-144,Pessoal,34728.07,11664.99,34728.07,11664.99,0.0,0.3359,19,0.3019,0.0499,1.9927,5853.95,1,45,0,0.1316,0.8684,11664.99,0.6155,0.170015,2
LN008568,28,61946.97,7.3,CLT,481,587,106,Imobiliario,222462.38,164666.07,222462.38,164666.07,0.0,0.7402,121,0.0746,1.1164,0.5666,290634.86,0,0,0,0.6718,0.3282,164666.07,0.652,0.053402,1
LN008569,24,71764.48,2.3,CNPJ,510,340,-170,Empresarial,68900.54,37928.53,20123.18,6234.25,13888.93,0.3098,11,0.1659,0.222,2.0,3723.01,0,0,1,0.1717,0.8283,15769.59,0.6865,0.087014,3
LN008570,66,63986.57,34.1,Aposentado,912,819,-93,Imobiliario,520420.12,315824.25,520420.12,315824.25,0.0,0.6069,252,0.1068,2.0,0.5453,579212.52,0,0,0,0.7573,0.2427,315824.25,0.6439,0.004813,1
LN008571,68,54832.42,15.2,Servidor_Publico,1000,1000,0,Imobiliario,250033.54,124387.56,250033.54,124387.56,0.0,0.4975,225,0.1164,0.9528,0.3601,345404.49,0,0,0,0.7133,0.2867,124387.56,0.5639,0.001789,1
LN008572,29,221319.15,5.0,CNPJ,910,892,-18,Imobiliario,381160.14,295870.16,381160.14,295870.16,0.0,0.7762,336,0.1064,0.5615,0.6124,483093.0,0,0,0,0.5277,0.4723,295870.16,0.6875,0.001633,1
LN008573,67,33293.43,10.2,Aposentado,449,447,-2,Veiculos,42253.59,35578.51,42253.59,35578.51,0.0,0.842,17,0.1938,0.4488,0.6691,53173.95,0,0,0,0.4922,0.5078,35578.51,0.5812,0.028405,1
LN008574,67,114770.39,18.8,Autonomo,470,403,-67,Imobiliario,361082.99,268145.02,361082.99,268145.02,0.0,0.7426,147,0.0978,0.9813,0.6157,435494.83,0,0,0,0.6532,0.3468,268145.02,0.71,0.265534,1
LN008575,71,49920.8,11.1,Servidor_Publico,511,486,-25,Empresarial,206397.84,24374.4,8197.56,3015.14,5182.41,0.3678,12,0.1312,0.2051,0.7425,32826.17,2,90,0,0.3844,0.6156,6216.62,0.6178,0.050263,2
LN008576,32,20696.66,4.2,CLT,750,786,36,Veiculos,30516.96,11377.92,30516.96,11377.92,0.0,0.3728,81,0.1142,0.2309,0.3131,36345.21,2,15,0,0.4588,0.5412,11377.92,0.5896,0.010968,1
LN008577,50,47934.63,16.3,CNPJ,924,846,-78,Cartao,6889.63,4110.53,10749.21,3196.92,7552.29,0.2974,11,0.1545,0.036,2.0,1342.0,0,0,0,0.0818,0.9182,7927.17,0.6263,0.002063,1
LN008578,71,37971.67,4.2,CLT,767,732,-35,Imobiliario,378640.94,146537.97,378640.94,146537.97,0.0,0.387,112,0.0866,1.6208,0.3332,439830.76,0,0,0,0.6771,0.3229,146537.97,0.6574,0.02297,1
LN008579,67,78859.67,17.6,Autonomo,674,659,-15,Imobiliario,276189.67,96418.49,276189.67,96418.49,0.0,0.3491,296,0.1054,0.5135,0.2587,372706.8,1,30,1,0.7771,0.2229,96418.49,0.6645,0.036057,3
LN008580,52,57488.78,13.5,CLT,529,493,-36,Veiculos,23403.48,11222.07,23403.48,11222.07,0.0,0.4795,22,0.1965,0.082,0.3791,29604.15,0,0,0,0.6672,0.3328,11222.07,0.6664,0.007285,1
LN008581,31,27880.49,10.4,Servidor_Publico,612,653,41,Cartao,13092.23,11497.04,12661.38,3910.36,8751.03,0.3088,39,0.2472,0.1732,2.0,478.45,0,0,0,0.0497,0.9503,9340.68,0.6205,0.007418,1
LN008582,26,140949.25,10.2,Autonomo,661,680,19,Pessoal,9877.17,6694.61,9877.17,6694.61,0.0,0.6778,38,0.2769,0.0199,2.0,1676.0,0,0,0,0.0747,0.9253,6694.61,0.6835,0.020916,1
LN008583,34,110038.67,9.0,CNPJ,764,741,-23,Veiculos,22264.66,17752.15,22264.66,17752.15,0.0,0.7973,38,0.1551,0.0678,0.6718,26424.66,1,45,0,0.5552,0.4448,17752.15,0.7099,0.00893,2
LN008584,25,151893.68,15.1,CLT,585,442,-143,Imobiliario,191415.87,148512.09,191415.87,148512.09,0.0,0.7759,236,0.0972,0.4106,0.6616,224468.31,0,0,0,0.6377,0.3623,148512.09,0.6653,0.020966,2
LN008585,31,63197.94,4.8,CLT,702,775,73,Veiculos,40894.16,35302.41,40894.16,35302.41,0.0,0.8633,42,0.1769,0.2346,0.6866,51417.01,2,90,0,0.379,0.621,35302.41,0.7954,0.040219,2
LN008586,25,52932.54,7.6,Servidor_Publico,685,600,-85,Pessoal,14093.17,8769.22,14093.17,8769.22,0.0,0.6222,13,0.1551,0.0696,2.0,913.99,1,30,0,0.1155,0.8845,8769.22,0.6187,0.033112,2
LN008587,60,85589.19,23.0,CLT,663,781,118,Imobiliario,410098.78,290738.69,410098.78,290738.69,0.0,0.7089,193,0.1152,1.4267,0.6271,463643.71,0,0,0,0.6954,0.3046,290738.69,0.7365,0.015261,1
LN008588,51,37221.48,32.0,CLT,598,519,-79,Pessoal,21403.75,3509.02,21403.75,3509.02,0.0,0.1639,32,0.2368,0.0396,2.0,386.85,3,15,0,0.1707,0.8293,3509.02,0.6114,0.052936,1
LN008589,47,58955.53,9.6,CLT,665,669,4,Empresarial,119443.09,57252.77,12372.69,9074.84,3297.85,0.7335,24,0.2332,0.4079,2.0,14872.64,2,15,0,0.2125,0.7875,11350.75,0.6901,0.065453,1
LN008590,62,48330.08,11.6,CNPJ,637,669,32,Imobiliario,471254.68,127032.47,471254.68,127032.47,0.0,0.2696,229,0.0826,1.1039,0.1923,660493.95,0,0,0,0.7071,0.2929,127032.47,0.4658,0.0387,1
LN008591,42,20959.09,5.4,CNPJ,548,518,-30,Imobiliario,223978.15,97523.55,223978.15,97523.55,0.0,0.4354,122,0.1177,1.9543,0.318,306635.67,0,0,0,0.7471,0.2529,97523.55,0.6914,0.092585,1
LN008592,42,58855.82,6.6,CLT,764,772,8,Veiculos,43528.71,32292.97,43528.71,32292.97,0.0,0.7419,65,0.1009,0.2304,0.5855,55154.63,4,30,0,0.5795,0.4205,32292.97,0.5161,0.021952,2
LN008593,32,40675.11,2.4,CNPJ,854,817,-37,Pessoal,13329.6,4365.27,13329.6,4365.27,0.0,0.3275,19,0.1329,0.0451,2.0,376.78,3,30,0,0.0918,0.9082,4365.27,0.6475,0.031336,2
LN008594,44,46274.26,3.5,CLT,672,798,126,Veiculos,25593.54,17727.74,25593.54,17727.74,0.0,0.6927,44,0.0816,0.1609,0.5556,31907.67,0,0,0,0.4612,0.5388,17727.74,0.6574,0.002012,1
LN008595,30,68628.3,8.3,CNPJ,644,644,0,Imobiliario,402031.71,265050.33,402031.71,265050.33,0.0,0.6593,103,0.0906,1.6221,0.5877,451025.46,2,90,0,0.7444,0.2556,265050.33,0.6765,0.312528,2
LN008596,51,123889.65,18.1,Autonomo,748,724,-24,Pessoal,14600.12,7556.96,14600.12,7556.96,0.0,0.5176,45,0.1241,0.0256,2.0,327.11,0,0,0,0.1613,0.8387,7556.96,0.6738,0.006964,1
LN008597,71,31203.93,10.5,CLT,674,677,3,Veiculos,22795.7,12771.61,22795.7,12771.61,0.0,0.5603,56,0.1305,0.1719,0.4346,29386.67,0,0,0,0.3952,0.6048,12771.61,0.6447,0.002739,1
LN008598,48,43531.37,22.4,CNPJ,798,867,69,Cartao,23462.24,18010.19,11676.6,4694.17,6982.44,0.402,18,0.2544,0.1738,2.0,649.98,0,0,0,0.0454,0.9546,8372.77,0.5268,0.002228,1
LN008599,36,32948.34,7.6,CLT,663,677,14,Imobiliario,289991.86,166948.82,289991.86,166948.82,0.0,0.5757,341,0.0841,2.0,0.5093,327807.53,0,0,0,0.6764,0.3236,166948.82,0.7162,0.030993,1
LN008600,56,31583.26,20.1,CLT,726,724,-2,Empresarial,77068.65,49960.16,7482.51,5892.12,1590.39,0.7875,43,0.1929,0.6644,2.0,1444.52,0,0,0,0.2879,0.7121,6703.91,0.5104,0.044704,1
LN008601,63,36810.2,37.7,CNPJ,875,752,-123,Imobiliario,484439.69,299280.24,484439.69,299280.24,0.0,0.6178,276,0.0897,2.0,0.5446,549559.77,2,15,0,0.7983,0.2017,299280.24,0.5453,0.028242,2
LN008602,45,47681.91,13.3,Servidor_Publico,814,885,71,Empresarial,118009.68,102442.5,21364.19,12718.47,8645.72,0.5953,24,0.1975,0.9024,2.0,12550.96,0,0,0,0.2061,0.7939,18277.91,0.643,0.023689,1
LN008603,34,79285.98,2.3,CNPJ,629,640,11,Imobiliario,229479.74,186538.98,229479.74,186538.98,0.0,0.8129,343,0.0644,0.9881,0.6505,286771.47,0,0,0,0.7932,0.2068,186538.98,0.706,0.056612,1
LN008604,57,66721.98,2.2,Aposentado,790,741,-49,Imobiliario,243080.82,91795.21,243080.82,91795.21,0.0,0.3776,293,0.1202,0.5778,0.3014,304515.52,0,0,0,0.7409,0.2591,91795.21,0.5173,0.005663,1
LN008605,31,27256.38,3.7,Autonomo,511,520,9,Imobiliario,357592.82,173188.9,357592.82,173188.9,0.0,0.4843,327,0.097,2.0,0.3277,528451.27,1,15,1,0.7449,0.2551,173188.9,0.6481,0.138583,3
LN008606,71,125643.55,6.3,CLT,623,712,89,Cartao,10973.96,3878.93,9058.6,6617.89,2440.71,0.7306,27,0.3687,0.013,2.0,405.66,0,0,0,0.0375,0.9625,7951.2,0.5463,0.006617,1
LN008607,37,100094.3,17.4,Servidor_Publico,758,796,38,Pessoal,35884.76,25589.3,35884.76,25589.3,0.0,0.7131,42,0.1645,0.1074,2.0,647.54,0,0,0,0.0922,0.9078,25589.3,0.7666,0.001674,1
LN008608,39,30158.72,8.1,CNPJ,848,980,132,Veiculos,16558.12,10282.83,16558.12,10282.83,0.0,0.621,29,0.1987,0.1432,0.5869,17519.62,0,0,0,0.6624,0.3376,10282.83,0.5631,0.000562,1
LN008609,58,120051.02,20.1,Servidor_Publico,552,602,50,Empresarial,106507.61,94122.41,13393.93,5463.62,7930.3,0.4079,25,0.2267,0.3293,2.0,1485.93,0,0,0,0.4783,0.5217,9772.4,0.5433,0.007658,1
LN008610,22,67004.16,7.1,CLT,646,486,-160,Imobiliario,197764.24,82909.85,197764.24,82909.85,0.0,0.4192,327,0.0746,0.5197,0.314,264074.07,2,15,0,0.7416,0.2584,82909.85,0.6259,0.069185,2
LN008611,32,48937.73,36.9,Aposentado,650,729,79,Veiculos,45125.56,38417.33,45125.56,38417.33,0.0,0.8513,23,0.146,0.3297,0.7892,48680.64,0,0,0,0.6142,0.3858,38417.33,0.6953,0.001146,1
LN008612,28,68374.28,23.1,CNPJ,638,492,-146,Imobiliario,424115.96,248318.09,424115.96,248318.09,0.0,0.5855,149,0.1201,1.5253,0.4434,560014.44,2,30,0,0.7975,0.2025,248318.09,0.6158,0.316605,2
LN008613,41,53276.41,7.7,Autonomo,491,577,86,Veiculos,36735.49,22143.5,36735.49,22143.5,0.0,0.6028,71,0.1957,0.1746,0.5386,41111.83,2,45,0,0.4644,0.5356,22143.5,0.5389,0.050081,2
LN008614,49,77211.3,5.8,CNPJ,715,766,51,Imobiliario,407288.91,277488.24,407288.91,277488.24,0.0,0.6813,122,0.1153,1.5094,0.5713,485699.68,0,0,0,0.7953,0.2047,277488.24,0.6345,0.018551,1
LN008615,30,61190.98,23.3,Autonomo,484,594,110,Imobiliario,260644.05,167140.4,260644.05,167140.4,0.0,0.6413,63,0.0759,1.1472,0.5101,327634.4,2,60,1,0.724,0.276,167140.4,0.7057,0.269462,3
LN008616,39,43506.82,4.9,CLT,797,815,18,Imobiliario,489769.51,385472.87,489769.51,385472.87,0.0,0.787,312,0.0846,2.0,0.6108,631110.56,2,15,0,0.7919,0.2081,385472.87,0.673,0.042015,2
LN008617,60,15000.0,7.3,CLT,825,831,6,Pessoal,4077.99,3016.84,4077.99,3016.84,0.0,0.7398,34,0.154,0.0845,2.0,399.12,0,0,0,0.0763,0.9237,3016.84,0.6657,0.00544,1
LN008618,68,76318.35,4.8,CNPJ,566,643,77,Imobiliario,220670.34,26568.25,220670.34,26568.25,0.0,0.1204,115,0.1232,0.1462,0.083,319939.73,0,0,0,0.7849,0.2151,26568.25,0.6398,0.003146,1
LN008619,22,42494.25,12.2,CNPJ,485,381,-104,Imobiliario,259967.46,106877.64,259967.46,106877.64,0.0,0.4111,303,0.118,1.0563,0.2922,365777.54,0,0,0,0.722,0.278,106877.64,0.7308,0.152166,2
LN008620,53,89829.19,20.9,CLT,645,633,-12,Pessoal,15484.08,12532.92,15484.08,12532.92,0.0,0.8094,41,0.2896,0.0586,2.0,3080.71,0,0,0,0.075,0.925,12532.92,0.6932,0.007152,1
LN008621,23,74093.92,7.9,Servidor_Publico,582,549,-33,Imobiliario,628963.63,201879.05,628963.63,201879.05,0.0,0.321,100,0.0808,1.1443,0.2114,955121.51,0,0,0,0.7601,0.2399,201879.05,0.696,0.054963,1
LN008622,48,43218.26,18.4,Autonomo,622,574,-48,Imobiliario,124898.33,104520.75,124898.33,104520.75,0.0,0.8368,183,0.0713,1.0157,0.6704,155907.07,0,0,0,0.6031,0.3969,104520.75,0.6966,0.087451,1
LN008623,65,105339.35,12.7,Autonomo,661,603,-58,Pessoal,10111.48,2392.31,10111.48,2392.31,0.0,0.2366,22,0.3066,0.0095,1.7277,1384.69,0,0,0,0.1032,0.8968,2392.31,0.5139,0.022804,1
LN008624,61,61892.05,4.7,CLT,529,525,-4,Empresarial,523548.93,147755.62,21662.94,8450.41,13212.54,0.3901,19,0.293,1.0027,2.0,9028.38,1,90,1,0.2927,0.7073,15074.19,0.5013,0.753732,3
LN008625,33,60256.63,7.5,CLT,865,903,38,Cartao,17251.84,4642.64,3572.17,235.53,3336.64,0.0659,21,0.2798,0.0324,2.0,1078.97,0,0,0,0.1315,0.8685,2561.26,0.697,0.002575,1
LN008626,34,49524.76,3.5,Autonomo,566,662,96,Cartao,14649.65,6946.8,6766.41,1430.23,5336.18,0.2114,39,0.3404,0.0589,2.0,1003.43,1,30,0,0.059,0.941,5246.42,0.7152,0.042093,2
LN008627,61,161831.54,4.6,Aposentado,771,734,-37,Pessoal,15175.01,6606.98,15175.01,6606.98,0.0,0.4354,36,0.277,0.0171,2.0,2490.47,0,0,0,0.0966,0.9034,6606.98,0.6419,0.006197,1
LN008628,62,34076.95,27.2,CLT,534,491,-43,Imobiliario,197510.98,102217.77,197510.98,102217.77,0.0,0.5175,160,0.1143,1.2598,0.3414,299379.56,0,0,0,0.719,0.281,102217.77,0.6887,0.044633,1
LN008629,36,43925.99,11.4,CLT,657,430,-227,Pessoal,20701.19,4352.42,20701.19,4352.42,0.0,0.2102,14,0.2372,0.0416,1.0855,4009.63,0,0,0,0.1443,0.8557,4352.42,0.4639,0.034039,2
LN008630,22,24239.34,10.4,CLT,708,802,94,Cartao,11643.49,10788.07,16248.63,7343.87,8904.77,0.452,37,0.2403,0.1869,2.0,301.48,0,0,0,0.0968,0.9032,12859.84,0.6194,0.003217,1
LN008631,44,86888.0,11.3,CNPJ,667,550,-117,Imobiliario,308544.52,170793.49,308544.52,170793.49,0.0,0.5535,328,0.0694,0.8256,0.4273,399703.69,4,15,0,0.7316,0.2684,170793.49,0.5705,0.360754,2
LN008632,52,37108.57,5.7,Autonomo,616,637,21,Empresarial,58842.85,8015.42,19088.69,6459.14,12629.55,0.3384,36,0.1835,0.0907,1.6961,4725.67,0,0,0,0.1906,0.8094,14442.76,0.6321,0.009885,1
LN008633,44,39913.78,8.1,CLT,585,591,6,Cartao,16008.9,12513.47,20990.19,17181.74,3808.45,0.8186,11,0.2473,0.1317,1.0,68.53,0,0,0,0.097,0.903,19690.03,0.6586,0.012891,1
LN008634,68,38715.34,13.2,Servidor_Publico,597,656,59,Pessoal,27590.0,7294.3,27590.0,7294.3,0.0,0.2644,35,0.2044,0.0791,2.0,3192.41,4,45,0,0.0532,0.9468,7294.3,0.6506,0.043278,2
LN008635,62,56430.74,2.9,CLT,562,481,-81,Veiculos,54467.34,49681.46,54467.34,49681.46,0.0,0.9121,39,0.1113,0.3698,0.8471,58650.94,0,0,0,0.563,0.437,49681.46,0.6721,0.014681,1
LN008636,61,24028.75,1.8,CLT,693,721,28,Pessoal,21361.34,20994.38,21361.34,20994.38,0.0,0.9828,15,0.1894,0.367,2.0,3411.53,0,0,0,0.0988,0.9012,20994.38,0.4568,0.005527,1
LN008637,23,15000.0,7.0,CNPJ,888,995,107,Empresarial,58544.33,45439.75,11574.7,1373.3,10201.39,0.1186,7,0.2126,1.2723,2.0,2604.48,0,0,0,0.333,0.667,8004.07,0.65,0.0101,1
LN008638,64,72948.4,6.3,CNPJ,696,698,2,Imobiliario,311074.27,210969.41,311074.27,210969.41,0.0,0.6782,200,0.1215,1.2147,0.5013,420826.09,0,0,0,0.6209,0.3791,210969.41,0.6564,0.030148,1
LN008639,59,15000.0,21.7,CLT,727,646,-81,Imobiliario,125647.08,106304.18,125647.08,106304.18,0.0,0.8461,256,0.0983,2.0,0.7415,143354.32,0,0,0,0.7945,0.2055,106304.18,0.5666,0.031961,1
LN008640,41,94389.92,5.7,CLT,790,664,-126,Pessoal,7361.34,4330.83,7361.34,4330.83,0.0,0.5883,10,0.181,0.0193,2.0,600.23,0,0,0,0.0567,0.9433,4330.83,0.6694,0.011081,2
LN008641,51,149200.01,13.4,CLT,591,687,96,Imobiliario,320412.15,186114.71,320412.15,186114.71,0.0,0.5809,196,0.0951,0.5239,0.4517,412031.0,0,0,0,0.7487,0.2513,186114.71,0.6157,0.003992,1
LN008642,63,48691.25,6.3,Aposentado,415,367,-48,Imobiliario,169263.04,141584.63,169263.04,141584.63,0.0,0.8365,325,0.069,1.2213,0.7406,191172.94,0,0,0,0.7336,0.2664,141584.63,0.6042,0.207314,1
LN008643,67,126079.81,12.9,Autonomo,650,616,-34,Veiculos,28142.02,17705.35,28142.02,17705.35,0.0,0.6291,57,0.1029,0.059,0.5943,29789.57,2,90,0,0.595,0.405,17705.35,0.6083,0.10074,2
LN008644,49,53328.88,11.6,CNPJ,761,935,174,Pessoal,29270.42,24043.81,29270.42,24043.81,0.0,0.8214,20,0.1383,0.1894,2.0,542.25,0,0,0,0.0973,0.9027,24043.81,0.7076,0.001554,1
LN008645,24,153201.11,24.8,Aposentado,911,965,54,Imobiliario,421333.93,296280.37,421333.93,296280.37,0.0,0.7032,273,0.0961,0.8123,0.502,590171.62,0,0,0,0.5431,0.4569,296280.37,0.7453,0.004292,1
LN008646,52,40273.88,5.3,CNPJ,522,592,70,Veiculos,25464.25,18870.51,25464.25,18870.51,0.0,0.7411,67,0.0903,0.1968,0.7,26959.72,0,0,0,0.5582,0.4418,18870.51,0.7253,0.006961,1
LN008647,56,15000.0,5.4,CLT,792,900,108,Veiculos,23167.83,18249.31,23167.83,18249.31,0.0,0.7877,68,0.0916,0.511,0.688,26525.72,0,0,0,0.5347,0.4653,18249.31,0.6213,0.00139,1
LN008648,24,51434.14,40.4,CNPJ,683,551,-132,Imobiliario,134468.64,61233.43,134468.64,61233.43,0.0,0.4554,157,0.0934,0.5,0.3307,185148.66,0,0,0,0.7507,0.2493,61233.43,0.696,0.010442,2
LN008649,62,164419.45,20.4,Autonomo,599,699,100,Imobiliario,388587.88,96446.41,388587.88,96446.41,0.0,0.2482,199,0.0935,0.2464,0.1783,540777.54,1,45,0,0.8157,0.1843,96446.41,0.5347,0.009241,2
LN008650,32,76705.55,7.4,Servidor_Publico,514,624,110,Imobiliario,335528.22,180323.25,335528.22,180323.25,0.0,0.5374,242,0.1055,0.9874,0.4028,447674.92,0,0,0,0.7474,0.2526,180323.25,0.6993,0.021349,1
LN008651,66,38755.96,5.6,Aposentado,574,525,-49,Imobiliario,370960.38,272216.06,370960.38,272216.06,0.0,0.7338,89,0.0609,2.0,0.5171,526457.97,0,0,0,0.8,0.2,272216.06,0.6911,0.073571,1
LN008652,49,67089.7,5.0,CNPJ,724,765,41,Imobiliario,420976.17,206353.68,420976.17,206353.68,0.0,0.4902,333,0.0976,1.2918,0.3513,587407.76,0,0,0,0.7392,0.2608,206353.68,0.5587,0.023248,1
LN008653,38,101847.43,19.9,Autonomo,808,865,57,Pessoal,35934.77,11022.62,35934.77,11022.62,0.0,0.3067,33,0.1537,0.0455,2.0,586.24,0,0,0,0.0735,0.9265,11022.62,0.6851,0.003121,1
LN008654,24,51243.77,6.6,Servidor_Publico,295,226,-69,Empresarial,118851.54,75015.56,10110.72,7297.65,2813.08,0.7218,7,0.2664,0.6148,2.0,10608.71,0,0,1,0.2993,0.7007,9234.37,0.6885,0.653429,3
LN008655,22,298687.62,5.8,Autonomo,716,769,53,Imobiliario,621276.91,64593.65,621276.91,64593.65,0.0,0.104,185,0.1151,0.0908,0.0835,773439.97,0,0,0,0.8403,0.1597,64593.65,0.5891,0.003556,1
LN008656,59,38703.23,5.7,Aposentado,575,512,-63,Cartao,39837.31,36711.52,7791.88,3982.74,3809.14,0.5111,42,0.3308,0.3984,2.0,6676.9,0,0,0,0.0938,0.9062,6483.9,0.6566,0.023719,1
LN008657,40,103946.54,14.7,CLT,587,766,179,Veiculos,36968.55,24042.87,36968.55,24042.87,0.0,0.6504,34,0.1745,0.0971,0.5142,46753.33,4,15,0,0.4808,0.5192,24042.87,0.6399,0.012455,1
LN008658,64,88899.27,8.9,CNPJ,704,701,-3,Pessoal,7737.03,5358.46,7737.03,5358.46,0.0,0.6926,23,0.135,0.0253,2.0,617.17,0,0,0,0.0776,0.9224,5358.46,0.695,0.005609,1
LN008659,33,34375.94,20.3,CLT,899,926,27,Veiculos,31516.48,12203.73,31516.48,12203.73,0.0,0.3872,53,0.1465,0.1491,0.3303,36946.21,2,15,0,0.5461,0.4539,12203.73,0.6322,0.002306,1
LN008660,68,41114.41,30.6,Autonomo,556,418,-138,Empresarial,60474.68,54576.43,20900.36,14928.14,5972.22,0.7143,47,0.1503,0.5575,2.0,9607.89,0,0,0,0.2177,0.7823,18499.22,0.5979,0.049591,2
LN008661,69,105005.09,11.6,CNPJ,637,651,14,Pessoal,11833.55,6375.95,11833.55,6375.95,0.0,0.5388,22,0.2522,0.0255,2.0,832.74,0,0,0,0.1075,0.8925,6375.95,0.6062,0.007933,1
LN008662,27,59522.65,12.3,CLT,445,521,76,Pessoal,7082.12,3876.89,7082.12,3876.89,0.0,0.5474,43,0.1303,0.0274,2.0,1005.25,0,0,0,0.0904,0.9096,3876.89,0.6006,0.014276,1
LN008663,54,67490.8,8.5,CLT,707,624,-83,Imobiliario,207420.91,48759.41,207420.91,48759.41,0.0,0.2351,289,0.0862,0.3034,0.1552,314192.21,0,0,0,0.7783,0.2217,48759.41,0.4979,0.004687,1
LN008664,68,18706.4,11.3,CLT,560,505,-55,Cartao,20736.42,15040.16,11416.08,2885.41,8530.67,0.2527,36,0.1629,0.3377,2.0,1753.43,0,0,0,0.0361,0.9639,7506.84,0.5417,0.027872,1
LN008665,38,82983.67,2.4,CNPJ,854,785,-69,Empresarial,63569.96,43953.49,25511.13,3257.4,22253.73,0.1277,8,0.1856,0.2225,2.0,560.86,0,0,0,0.2384,0.7616,19271.13,0.7196,0.005567,1
LN008666,25,65299.71,13.1,CLT,696,594,-102,Imobiliario,569488.95,448764.72,569488.95,448764.72,0.0,0.788,126,0.1002,2.0,0.6832,656842.39,1,15,0,0.7922,0.2078,448764.72,0.7033,0.06883,2
LN008667,65,51971.9,17.7,Aposentado,613,500,-113,Imobiliario,189455.57,116690.85,189455.57,116690.85,0.0,0.6159,333,0.1245,0.943,0.4364,267373.76,0,0,0,0.6792,0.3208,116690.85,0.6427,0.092834,2
LN008668,45,68499.36,4.8,CNPJ,614,676,62,Empresarial,128495.06,41122.3,2002.22,1638.56,363.66,0.8184,29,0.2052,0.2521,1.839,22360.68,0,0,0,0.2228,0.7772,1848.79,0.5781,0.008594,1
LN008669,23,41523.24,27.6,Aposentado,697,587,-110,Pessoal,8130.77,6141.85,8130.77,6141.85,0.0,0.7554,39,0.1958,0.0621,2.0,715.29,0,0,0,0.1136,0.8864,6141.85,0.6319,0.013101,2
LN008670,64,36874.05,7.1,CLT,739,590,-149,Imobiliario,340266.28,136018.27,340266.28,136018.27,0.0,0.3997,285,0.1205,1.5493,0.3474,391505.32,3,15,0,0.7753,0.2247,136018.27,0.6449,0.170821,2
LN008671,55,46294.31,23.4,CLT,498,443,-55,Imobiliario,727374.38,476840.96,727374.38,476840.96,0.0,0.6556,336,0.118,2.0,0.4884,976375.8,0,0,0,0.8265,0.1735,476840.96,0.7206,0.112105,1
LN008672,25,40065.38,15.5,Aposentado,630,618,-12,Cartao,16672.31,3340.64,7264.97,2596.04,4668.93,0.3573,44,0.4309,0.035,1.6866,1980.76,0,0,0,0.179,0.821,5903.65,0.7084,0.009213,1
LN008673,34,223539.68,4.4,Servidor_Publico,649,677,28,Empresarial,127565.11,49635.82,15694.38,6953.19,8741.19,0.443,20,0.1373,0.0933,2.0,3227.19,0,0,0,0.436,0.564,11043.73,0.468,0.005451,1
LN008674,22,97999.34,19.6,CLT,677,595,-82,Imobiliario,176034.12,129638.71,176034.12,129638.71,0.0,0.7364,132,0.0998,0.5556,0.507,255717.91,0,0,0,0.6795,0.3205,129638.71,0.6664,0.004611,1
